Id,Domain,Group Title,KDB_Titel,Description_NL,Comments for Operators NL
4258,Payment Means RCB,Transactions: In Speciën / En espèces,Verrichtingen in speciën,"
 
Concept 
Vanaf P41 (juni 2013) wordt het mogelijk een reservatie te wijzigen naar een ander SSB-toestel van het kantoor op voorwaarde dat er genoeg geld zit in het betrokken toestel.
​",
4433,Payment Means RCB,Transactions: Doorlopende opdracht / Ordre permanent,Afschaffing incentive Doorlopende Opdracht Baby rekening,"
 
Regel
Afschaffing van de incentive gelinkt aan de doorlopende opdrachten naar spaarrekeningen 0-2 jaar (Astera en andere spaarrekeningen) vanaf augustus 2013.
 
Voor alle doorlopende opdrachten die aangemaakt worden na 31 juli 2013 zal er bijgevolg geen incentive meer worden toegekend.
 
​",
4442,Payment Means RCB,Debetkaart: Gebruik / Carte de débit: Usage,Omgekeerd intypen van pincode bij agressie,"

Algemeen
Neen, dit is een fabeltje.
Het omgekeerde intikken van een pincode heeft enkel effect, activeert geen alarm bij de politie,....
​",
4499,Payment Means RCB,Phishing & Fraude,Phishing & Fraude: Worldline meldt verdachte transacties op een Belfius rekening (= een muilezel),"

Context: 
Na 17u en op zaterdag is het mogelijk dat wij telefoon krijgen van de fraudecel van Worldline.

Worldline beschikt over krachtige systemen om verdachte transacties op te sporen.
 
Onderstaande procedureenkel volgen als de persoon aan de lijn opgenomen is in onderstaande lijst:

Zie link Library: Authorized persons Atos

 
Procedure: 
 
Er moet nog steeds een interpretatie gebeuren binnen onze eigen klantenomgeving van foxe !

Wij grijpen onmiddellijk in bij verdachte transacties en nemen daarna de tijd om de melding te onderzoeken.


Zet een reservering op het rekeningnummer gemeld door Worldline = rekeningnummer van vermoedelijk fraudeur/muilezel

Via Foxe > Rekeningen > Financieel beheer > Saldo en beschikbaar > tabblad 'Reservering' > knop 'Creëren'
Vervaldag: 31/12/9999
Beslissingscode: 04
Bedrag: 9.999.999,99 eur
Commentaar: onregelmatigheid - dossier Worldline
Bewaren
Controleer ALLE stortingen op het rekeningnummer.
Als de opdrachtgevers = Belfius-rekening:
Schrap de betrokken kaart van de slachtoffers en bestel een nieuwe kaart:

Via Foxe > Betaalmiddelen > kaarten > debetkaart > selecteren > beheren > Verzet/Vervanging aanvinken > Valideren.
De nieuwe kaart wordt binnen de 5 dagen naar het kantoor gestuurd.

Neem contact op met de slachtoffers:

Contacteer de slachtoffers via telefoon:
Leg uit dat zij het slachtoffer van fraude zijn.
Vraag of zij geantwoord hebben op een phishingmail en gecontacteerd zijn door fraudeurs.

Het slachtoffer moet een PV laten opmaken bij de politie en dit laten doorfaxen naar 02 222 33 38 of per mail naarinfo-payments@belfius.be.

Het slachtoffer de phishingmail te laten doorsturen naarphishing@belfius.be of screen shot van het verdachte scherm. + scan van pc laten uitvoeren.

ALS HET SLACHTOFFER NIET BEREIKBAAR IS:
Stuur een bericht naar de Belfius Direct Net van het slachtoffer
(via Foxe > Personen > Fiche client > tabblad berichten > Creëren >  Kanaal: BDN - Type bericht: Vrije tekst)  + kopie naar het agentschap
's Anderdaags (ochtend) de klant + agent opnieuw proberen telefonisch te contacteren.

 Stuur een mail  met alle informatie naar Petra De Bruyn, Ann De Cuyper, !Belfius BO Pay/Nat/Control (PF).
Vragen? 
Neem contact op met Luc Derison, Jos Werckx of Bruno Rapaille op 24201/24036/28666.
 
 ",
4592,Payment Means RCB,Kredietkaart: Aanvraag - Tarifering / Carte de crédit: demande - tarification,Aanvraag kredietkaart voor rekening onder bewindvoering - niet mogelijk,"

De aanvraag van een kredietkaart voor een rekening beheerd door een voorlopig bewindvoerder is niet mogelijk.​",
4641,Payment Means RCB,Bancaire voordelen (gepensioneerde) personeelsleden,(Gepensioneerde) medewerkers hebben recht op een gratis zichtrekening,"

Wie? 1.Actieve en gepensioneerde medewerkers met een COD: 
van Belfius Bank
die met een CAO32bis zijn overgedragen vanuit Belfiusnaar een filiaal van Belfius in België (metbehoud bancaire voordelen). Zij blijvende regels van Belfius Bank volgen.
 
 2.Actieve en gepensioneerde medewerkers met een COD vanvolgende filialen:
Dexia Technology Services
Belfius Commercial Finance
Belfius Lease Belgium
Belfius Lease Services
Belfius Auto Lease
Dexia Asset Management(vanaf01.04.2013 niet meer voor nieuwe contracten)
Belfius Fund Services
Dexia N.V.(vanaf 01.04.2013 niet meer voornieuwe contracten)
Crefius
Belfius Insurance Belgium
BIB Invest
Corona
Corona Invest
Caring People
Elantis
DVV zelfstandigen netwerk en hunmedewerkers
 
Uitzondering: de medewerkers dievanuit Belfius Bank via CAO 32bis zijnovergedragen naar een filiaal, behoudende voorwaarden van toepassing bij Belfius Bank.
 
Wat gratis is 
Producten en diensten verbonden aan 1zichtrekening
Rekening typeBlue, Red of Gold:
op naam van de medewerker of gepensioneerde alleen
of op naam van de medewerker (of gepensioneerde) en zijnpartner of wettelijke echtgeno(o)t(e) voorzover deze gekend zijn door HRM 
 
Opgelet: Periodiciteit rekeningafschriften >  15 dagen (sedert 01/04/2015) 
  
​",
4690,Payment Means RCB,Transactions: Internationale Cheque / Cheque International,Aanmaak internationale bankcheque in Foxe,"
 
Procedure
 
Invoer via Foxe>Betaalmiddelen>Internationale verrichtingen>betaling 
 
 
Link Insite Kantorennet:Uitgifte van internationale cheque : invoer
 
Link Insite CVBA:Uitgifte van internationale cheque : invoer
 ","
​"
4725,Payment Means RCB,Rekening: White Account,Heropening geschrapte rekening bij weigering White account,"

Procedure
Als de klant een bestaande rekening heeft, kan hij op het einde van de aanvraag van een White account aanduiden dat hij zijn bestaande rekening wenst te annuleren.
Indien na consultatie van de gegevens van de Nationale Bank, blijkt dat er een negatief signalement is, wordt de White account geweigerd.
De bestaande rekening zal, indien de klant de White account geopend heeft via de website of via een manuele aanvraag, op dat ogenblik reeds geliquideerd zijn. Deze kan via een mail naar de dienst Natural Persons worden heropend (mailadres: zie contacts).
De geschrapte domiciliëringen en doorlopende opdrachten kunnen bij de dienst Permanente Orders en Domiciliëringen worden heropend via mail. (mailadres: zie contacts)
​",
4795,Payment Means RCB,Kluizen / Coffres,Dienst Kluizen,"

vragen ivm kluizen:
Zie ""contacts"" 
Onbetaalde Kluizen op vervaldag 
Er worden maandelijks brieven opgestuurd naar de klanten  in het bezitvan een kluis zonder centralisatierekening en waarvan :
- ofwel de huur van de kluis tot heden onbetaald is: er wordt gevraagd aan de klanten de kluis op te zeggen of de kosten van de kluis te betalen (dejaarlijkse vervaldag is niet betaald)

    Brief NL.DOCX
- ofwel zo geen reactie op de eerste brief : er wordt  een opzegbrief
   opgestuurd  Opzeggingsbrief houders kluis met achterstallige huur_NL_DEF.docx
 
De klant dient het nodige te doen in het agentschap
- ofwel kluis afsluiten
- ofwel een centralisatierekening openen
Tariefverhoging kluizen 01/02/2017


​Op 1 februari 2017 stijgt de jaarlijkse huurprijs van alle kluizen met 15 EUR.
De klanten werden op de hoogte gebracht via een rekeningafschrift op 30/11/2016.
 
De nieuwe tarieven zijn van toepassing op de volgende vervaldatum van de kluis.
 
Klachten  ivm tariefverhoging ? Mail klachtendienstClaim@Belfius.be
 
Aanvraag technische interventie
Wanneer?
verlies sleutelvergeten geheime codetechnisch defect
Procedure
Link InSite:Aanvraag technische interventie voor een kluis
 
 
 
Link InSite:Info, procedures en tarieven
​
 ",
4799,Payment Means RCB,Transactions: Domiciliëring / Domiciliation,Aanmaak domiciliëring via truncation,"

Procedure
Een nationale domiciliëring/dom 80 kan aangemaakt worden door de schuldeiser zelf, die via elektronische kanalen de gegevens aan de bank overmaakt.

In dat geval is de bank niet in het bezit van de handtekening van de klant.
Uit veiligheidsoverwegingen:
wordt de klant van de creatie verwittigd via een bijlage bij zijn rekeninguittreksel;worden facturen die door de schuldeiser worden aangeboden binnen de 15 dagen na creatie niet betaald.
Schuldeisers die via dit systeem werken zijn op de hoogte van deze procedure. ​",
4882,Payment Means RCB,Debetkaart: Aanvraag - tarifering / Carte de débit: Demande - tarification,Aanvraag debetkaart voor rekening onder voorlopige bewindvoering,"

Procedure

Op een rekening onder voorlopige bewindvoering is het niet mogelijk om een debetkaart aan te vragen voor de houder van de rekening. Enkel op naam van de bewindvoerder kan een kaart worden aangevraagd.
Oplossing: een zakgeldrekening laten openen op naam van de houder en hierop een kaart aanvragen
 
Link KDB:Opening zakgeldrekening in het kader van voorlopige bewindvoering​",
4885,Payment Means RCB,Kredietkaart: Aanvraag - tarifering / Carte de crédit: Demande - tarification ,Stopzetting verkoop Mastercard Flex,"
 
Vanaf P42 (midden september 2013), wordt de verkoop van de MasterCard Flex stopgezet.
 
Vanaf dan zal de verkoop van deferred kredietkaarten gelinkt aan een budgetline gestimuleerd worden.
 
Op niveau van de Foxe-schermen zal de aanvraag van een nieuwe Flex vanaf P42 telkens een weigering geven. Op termijn zullen de zones van de MasterCard Flex volledig verwijderd worden.
 
De bestaande Flex-kaarten blijven in omloop.Het is wel de bedoeling om deze op termijn ook te annuleren. Hiervoor worden eind juli meetings opgestart om de verschillende aspecten (wettelijke opzegtermijn, timing, operationele werklast,…) te analyseren.
​",
4888,Payment Means RCB,Rekening: Saldo - Historiek / Solde - Historique,Welke info mag er gegeven worden aan een volmachtdrager op een rekening?,"

Volmachtdrager heeft nog steeds volmacht : 
 
Mag de info krijgen voor de periode vanaf wanneer hij/zij volmacht heeft op de rekening.
 
Volmachtdrager heeft geen volmacht meer:  
 
Mag enkel info krijgen voor de periode gedurende wanneer hij/zij volmacht had.
​","
 
     ​"
4914,Payment Means RCB,Compliance,Vermoeden van fraude,"

 
Context:
Bij het consulteren van een rekening van een klant merkt u verdachte verrichtingen op..
Concreet voorbeeld:
·        Aanvraag verhoging limieten:
 
Ø Probeer in de mate van het mogelijke te weten te komen waarom de klant deze verhoging aanvraagt (reden van de transactie)
 
Ø Kijk de historiek van de rekening na om te zien of er verdachte verrichtingen gebeuren
(de klant is werkloos, heeft geen vast inkomen,heeft een spaarrekening met een klein saldo en toch zie je een overschrijving met een groot bedrag of meerdere, herhaalde overschrijvingen)
 
Ø Kijk na of de identiteitskaart goed geregistreerd werd in het klantendossier


Ø Wees extra aandachtig wanneer het gaat om nieuwe klanten (klant sedert minder dan 1 jaar) met in het algemeen weinig verrichtingen op de rekening en dan opeens meerdere herhaalde transacties
 
Te ondernemen stappen:
·        Verwittig de dienst « Preventie & Detectie van Witwassen »
o   Per telefoon op het algemeen nummer : 02 222 00 61
o   Per mail: Mon-Laund@belfius.be


·        Van zodra alle informatie werd doorgegeven, bent u niet meer verantwoordelijk voor de opvolging. De dienst « Preventie & Detectie van Witwassen » houdt er zich verder mee bezig.
Gedetailleerde informatie over « Compliance »:
Alle info vindt u terug op de InSite agenten in de tab « Compliance-Legal-Tax »
​",
5002,Payment Means RCB,SDD,Europese domiciliëring/SDD: Voor een schuldeiser/creditor: Wat is een first?,"

 
Definitie van First
 
Dit betreft de eerste of éénmalige invordering. Nadien moet een  terugkerende invordering ('recurrent')  worden aangeboden of de domiciliëring wordt geweigerd.
Wijziging Vanaf P55  Sepa Direct Debit :
 
Vereenvoudiging van de sequentietypes : het sequentietype van een invordering blijft verplicht maar het type “FIRST” wordt optioneel.
 
Dit betekent dat een mandaat wordt geactiveerd zowel met een  terugkerende invordering of een FIRST – eerste invordering. Deze wijziging is niet verplicht.
 
Link KDB :Europese domiciliëring/SDD: Voor een schuldeiser/creditor: Wat is een recurrent?
 
Link KDB:BDN: Een mandaat SDD creëren , consulteren, wijzigen of schrappen door de schuldeiser in Belfius Direct Net
​",
5005,Payment Means RCB,SDD,Europese domiciliëring/SDD: Voor een schuldeiser/creditor: Wanneer moet het bestand door de schuldeiser opgestuurd worden (B2B)?,"
 
Principe
 
Betreft het een eerste, éénmalige invordering of recurrente invorderingen, dan dient dit ten laatste te gebeuren op D-2 bankwerkdagen. ​
BDN: Een B2B mandaat bevestigen door de schuldenaar in Belfius Direct Net​

BelfiusWeb: een B2B-mandaat bevestigen door de schuldenaar in BelfiusWeb​


",
5016,Payment Means RCB,SDD,Europese domiciliëring/SDD: Voor een schuldeiser/creditor:  Hoe moet ik het mandaatformulier invullen?,"
 
Principe
 
De schuldeiser moet een mandaatreferte toekennen aan het mandaat (uniek per klant en max 35 posities).
Een verwijzing naar het onderliggend contract met de schuldenaar/debtor is nodig en moet duidelijk zijn, bv polis autoverzekering nr 12345 of levering brandstoffen, afhankelijk van de  diensten die geleverd worden door de schuldeiser.
Informatie hieromtrent vindt de schuldeiser ook terug opwww.sepabelgium.be (Implementation Guidelines).​

Zie ook: BDN: Een mandaat SDD creëren , consulteren, wijzigen of schrappen door de schuldeiser in Belfius Direct Net​​



",
5022,Payment Means RCB,Transactions: Cash,Deviezen: geen voorraad meer in agentschap Pacheco,"

Procedure

Het agentschap Pacheco heeftgeen stock deviezen meer in voorraad.
Deviezen dienen zoals in alle andere kantoren besteld te worden: levering 2 maal per week.
​",
5024,Payment Means RCB,SDD,Europese domiciliëring/SDD: Voor een schuldenaar/debtor: Hoe kan de debtor zijn consent geven (B2B)?,"
 
Principe
 
De debtor geeft zijn consent viaBelfius Direct Net / agentschap / E-mail ten laatste op D-1 van de eerste inning.",
5026,Payment Means RCB,SDD,Europese domiciliëring/SDD: Voor een schuldenaar/debtor: Mag een debtor een Europese domiciliëring weigeren (refusal)?,"
 
Principe
 
De debtor mag een Europese domiciliëring weigeren (refusal) vóór de uitwisselingsdatum, bvb. de debtor weigert de factuur.​

",
5038,Payment Means RCB,Kredietkaart: Verzekeringen / Carte de crédit: Assurances,Assistance Mastercard Platimum: registratie nummerplaat,"

Procedure

In tegenstelling tot de gewone assistance dienen voor de assistance, gelinkt aan de Mastercard Platinum, de nummerplat​en niet te worden doorgegeven. Deze dienen enkel te worden vermeld indien er een schadedossier wordt ingediend.",
5061,Payment Means RCB,Kredietkaart: Limieten / Carte de crédit: Limites,Tijdelijke limietverhoging kredietkaart in kantoor ," 
Sedert 23/11/2016
 
Wijziging Limieten:  On-Line
 
Link KDB:Kredietkaarten : Wijziging Limieten On-Line
 
 
Principe

Voor dringende betalingen kunnen wij de kredietlijn van een kredietkaart tijdelijk verhogen (niet mogelijk voor prepaid).
 
Link KDB :standaardlimieten, minimum en maximum bedragen van kredietkaarten
 
Opgelet! Wanneer de klant een reis wil boeken via internet (bv. Ryanair) kan het belangrijk zijn om de limiet zo snel mogelijk te verhogen (omdat de prijzen snel kunnen veranderen). Bovendien is dit een gelegenheid om dereisannulatieverzekering MasterCard Gold voor te stellen (verkoopsopportuniteit).
 

Procedure DEFERRED
  
Foxe>Betalingsverkeer>kaarten>kredietkaartenKaart zoeken + selecteren Wijzigen Bedrag invullen Datum ""tot"" invullen : maximum 3 maand Voor langere periodes moet de klant document ondertekenen in agentschap Valideren Klik OK voor scoring
►Indien aanvraag aanvaard: klik OK zonder of met adviesbevoegdheid.
►Indien geweigerd: geen marge voor limietverhoging. Mogelijkheid tot herziening bij kredietanalist via de knop herziening.
 
 
Procedure FLEX
 
Een tijdelijke limietverhoging groter dan het bedrag van de kredietopening is mogelijk via manueel document Tijdelijke limietverhoging kredietkaart.pdf  (foxe doc. 1503) om de klant uit de nood te helpen indien hij/zij geblokkeerd is in het buitenland, maar deze moet wel bij de volgende afrekening terugbetaald worden.
  
 
Wanneer is de limietverhoging beschikbaar?

Dat isafhankelijk van het moment dat de verhoging werd aangevraagd: Bankwerkdag voor 10 u: zelfde dag om 14u beschikbaar;Bankwerkdag tussen 10 - 15u: zelfde dag om 17u beschikbaar;Bankwerkdag na 15u of zaterdag: volgende bankwerkdag om 14u beschikbaar.
 

Uitzonderingen wanneer de klant aandringt en sneller geld nodig heeft
(niet actief voorstellen)
 

Bankwerkdag tot 17u
Stuur een fax met de geprinte aanvraag naar de BO van de kaarten (zie contacts) met de melding dringend. 

 

Link KDB:definitieve limietverhoging kredietkaart   

   ","
 .
 "
5062,Payment Means RCB,Debetkaart: Limieten / Carte de débit: Limites,Betaling met debetkaart : maximumbedrag,"


Maximumbedrag
Het maximumbedrag dat kan betaald worden in een winkel met de debetkaart is afhankelijk van de beschikbare kaartlimiet. Voor grote bedragen kan het zijn (afhankelijk van de instellingen van het betrokken toestel) dat de betaling in meerdere schijven dient te gebeuren.Tankbeurten zijn beperkt tot 375€ per transactie. Er kunnen wel verschillende transacties achter elkaar worden gedaan (belangrijk voor vrachtwagen,- of buschauffeurs)​",
5066,Payment Means RCB,Debetkaart: Gebruik / Carte de débit: Usage,"Maestro en kredietkaart problemen in VS, Japan, Maleisië en Latijns-Amerika","
 
Probleem

Klanten van Europese banken met een Maestro-kaart of een kredietkaart kunnen problemen hebben om geld af te halen aan geldautomaten in volgende landen:JapanVerenigde StatenMaleisiëIndonesiëPeruEcuadorBoliviëCosta Rica
 
Reden
Sommige aanbieders van geldautomaten in die landen hebben besloten om extra maatregelen te nemen tegen eventuele frauduleuze transacties die mogelijk zijn omdat de geldautomaten in deze landen de chiptechnologie nog niet ondersteunen.
Tijdsduur
Deze geldopnamebeperking is van tijdelijke aard. MasterCard stelt alles in het werk om de hinder tot een minimum te beperken en om de aanbieders van geldautomaten te overtuigen alle kaarten opnieuw te aanvaarden.
 
Waar kan de klant geld opnemen/betalen
 
Zie link InSite.
 
Link InSite kantorennet:problemen geldopame/betaling met maestro of kredietkaart in aantal landen
Link InSite SCRL:problemen geldopname/betaling met maestro of kredietkaart in aantal landen

​",
5067,Payment Means RCB,Rekeningen - Comptes,Rentevoeten Business,"
 
Informatie

link Insite kantorennet:Rentevoeten Business
link Insite CVBA:Rentevoeten Business
​",
5072,Payment Means RCB,Debetkaart: Gebruik / Carte de débit: Usage,Access kaart onbruikbaar: mogelijke oorzaken + oplossingen,"

Oorzaken
3 maal foutieve pin code.
Kaartnummer stemt niet overeen met kaartnummer in foxe (kaart werd vervangen).
De kaart is beschadigd of onleesbaar.
 
Oplossingen
Indien foutieve code aan SSB: kaart normaliseren. Indien de klant pin code niet meer kent: nieuwe pin setting.
Indien foutieve code via BDN: klant dient kaart aan te bieden aan de SSB met correcte code.Klant dient zijn nieuwe kaart te gebruiken. Indien onvindbaar: kaart vervangen.Aanvraag duplicaat.
",
5082,Payment Means RCB,Transactions: Toelatingen / Autorisations,Bestelling EUR via BDN zonder reservering aan SSB: terugname aan loket,"
 
EURBestelling muntenBestelling biljetten>2500 EUR of voorafbepaalde coupures in klassiek kantoor

Inleiding
 
Alle aanvragen EUR die de klant inbrengt via BDN, BDNB enBelfiusweb waarvoor een actie nodig is in het kantoor verschijnen in de Homepage gebruiker als een Hangende zaak.

 
Aanvraag tot opvraging EUR 
Biljetten EUR> 2500 EUR, met coupurebepaling of munten EUR. 
De klant brengt een aanvraag in
Deze aanvraag is een hangende zaak in de Homepage gebruiker

Deze aanvragen moeten vanuit de Hangende zaken behandeld worden (buiten contact)
Deze aanvragen kunnen ook behandeld en geconsulteerd worden via een nieuwe toepassing in Foxe.Menu : Betaalmiddelen>Beheer aanvragen EUR via BDN(B)/Belfiusweb ­     
Opmerking:
Als de klant gelijktijdig munten en biljetten bestelt, worden er 2 hangende zaken aangemaakt.
 
Te ondernemen acties
 

Aanvraag munten EUR via opvraging aan het loket
Actie
Behandel de hangende zaak.
Er is geen reservatie, de opvraging gebeurt aan het loket.
Bericht voor de klant via BDN(B)/Belfiusweb:
Automatisch
Met vermelding van
de afhaaldatum
Actie
Advies via c-Quilibrium:
Het advies via C Quilibrium houdt geen rekening met deze bestelling.Tel het bedrag bij de bestelling munten als u deze invoert.
Actie
Op de afhaaldatum
Voer de opvraging uit op de dag dat de klant langskomt
 
Opmerking voor het klassieke kantoor.

U mag de opvraging van de aangevraagde biljetten ook aan het loket uitvoeren. Dan volgt u de werkwijze zoals bij een aanvraag munten EUR, en moet u het geld manueel reserveren in de kas op de gekozen datum.
 
 
 
Behandeling aanvraag EUR met opvraging aan het loket
 

 
Stap
Actie
1
Open de Homepage gebruiker.
Kies het duimgreep Hangende zaken.
­ Domein: Kassa
­ Toepassing: Bestelling EUR via BDN(B)/Belfiusweb
­ Status: Te behandelen
2
Selecteer de bestelling
Klik op Detail
3
Klik op Beheren aanvraag
4
Geldigheidsperiode van: Vul de gevraagde datum in.
Klik op Bevestigen via loket
5
Klik op Sluiten
 
 
 
 
​",
5166,Payment Means RCB,Dossier Relaties Cliënteel,Mailadres 'Relaties cliënteel': uitsluitend bestemd voor klanten,"
 
Het is belangrijk de specifieke communicatiekanalen te respecteren.
De invoer van een dossier 'Betalingsverkeer'Voor een agent
Een dossier 'Betalingsverkeer' moet in de mate van het mogelijke ingevoerd worden via Foxe>Commercieel>Attesten/aanvragen Info Supply>Creatie dossier
Voor de aanvragen die niet via Foxe kunnen ingevoerd worden, dient er een mail gestuurd te worden naar de mailbox Betalingsverkeer (zie Contact).Voor een klant
Gebruik van het contactformulier dat men op de site terugvindt.
​",
5169,Payment Means RCB,Transactions: Domiciliëring / Domiciliation,Aanbieding  Europese domiciliering op een feestdag,"

Regel
Enkel op een dag die als een verlofdag telt in alle Sepa-landen, kunnen er geen Europese Dom's worden aangeboden.  Vb. op 15/08 (officiële feestdag in België) kunnen Sepa domiciliëringen worden aangeboden en dient de provisie aanwezig te zijn.",
5198,Payment Means RCB,Phishing & Fraude,Fraude en Phishing: Klant is slachtoffer van frauduleuze betaling met de debetkaart,"
 
De betaling is gebeurd via SSB, BankContact/MisterCash, Maestro, internet (3D secure)
 
Procedure 

Laat de klant het volledige verhaal doen, en noteer alles zeer nauwkeurig.
Blijf neutraal en kalm, je helpt de klant niet door samen met hem mee te gaan in zijn emotie en paniek!

Blokkeer onmiddellijk de debetkaart van het slachtoffer en vraag een nieuwe kaart aan:
Via Foxe:Betaalmiddelen > Kaarten > Debetkaart > Selecteren > BeherenVink 'Verzet/vervanging' aanKlik op 'Valideren'.
De nieuwe kaart wordt binnen de 5 dagen naar kantoor verstuurd.Meld aan de klant dat hij/zij een Proces-Verbaal dient te laten opmaken bij de politie en deze binnen te geven in zijn agentschap waar een dossier zal aangemaakt worden.
Stuur een mail met alle informatie naar !Belfius BO Pay/Cards/File Man (PF).

Vragen? 

Neem contact op met Betrand Gilson (tel 25299)",
5199,Payment Means RCB,Phishing & Fraude,Fraude en Phishing: Klant is slachtoffer van frauduleuze betaling met de kredietkaart,"
 
De betaling is gebeurd via SSB, BankContact/MisterCash, terminal in winkel, internet (3D secure), Paypal
 
 
Procedure 

Laat de klant het volledige verhaal doen, en noteer alles zeer nauwkeurig.
Blijf neutraal en kalm, je helpt de klant niet door samen met hem mee te gaan in zijn emotie en paniek!
Laat de klant onmiddellijk de kredietkaart blokkeren via Card Stop (Zie contacts).
Card Stop zal in overleg met de klant overleggen welke verdere acties te ondernemen. ​",
5200,Payment Means RCB,Phishing & Fraude,Fraude en Phishing: Klant is slachtoffer van een frauduleuze cash-verrichting,"
 
De cashverrichting is gebeurd via loket, papieren overschrijving of via Cash-kaart
 
 
Procedure
 
Laat de klant het volledige verhaal doen, en noteer alles zeer nauwkeurig.
Blijf neutraal en kalm, je helpt de klant niet door samen met hem mee te gaan in zijn emotie en paniek!


Zet een reservering op alle rekeningnummers van de klant:
Via Foxe > Rekeningen > Financieel beheer > Saldo en beschikbaar > tabblad 'Reservering' > knop 'Creëren'

Vervaldag: 31/12/9999
Beslissingscode:   04
Bedrag: 9.999.999,99 Eur
Commentaar: preventief

Bewaren.Stuur een mail met alle informatie naar Petra De Bruyn,Ann De Cuyper en !Belfius BO Pay/Nat/Control (PF).
 
Vragen? 
Neem contact op met Luc Derison/Jos Werckx of Bruno Rapaille op 24201/24036/28666.​
 ",
5201,Payment Means RCB,Phishing & Fraude,Fraude en Phishing: Klant is slachtoffer van een frauduleuze overschrijving,"
  
Procedure

Laat de klant het volledige verhaal doen, en noteer alles zeer nauwkeurig.Blijf neutraal en kalm, je helpt de klant niet door samen met hem mee te gaan in zijn emotie en paniek!
 

Indien via Belfius Direct Phone of Comfort Banking:


Blokkeer onmiddellijk Belfius Direct Phone:
Link KDB:BDP: Abonnement Belfius Direct Phone blokkeren
De agent vraagt een nieuwe geheime code aan:
Link KDB: BDP: Aanvraag nieuwe geheime code voor Belfius Direct Phone

Indien via Belfius Direct Mobile:

Hierbij vraagt de fraudeur via telefoon aan de klant om allerlei manipulaties uit te voeren met de kaartlezer. De fraudeur opent hiermee een BDN-sessie op naam van de klant en maakt een abonnement Belfius Direct Mobile aan. Nadien kan de fraudeur verschillende overschrijvingen uitvoeren in BDM (zonder kaarlezer of kaart). 

Kijk steeds het volgende na:
Heeft de klant recent een abonnement BDM geopend of werd er recent een wijziging aan het abonnement uitgevoerd (bijv. GSM, wachtwoord gewijzigd...)?
Is het gsm-nummer in het contract BDM onbekend voor de klant?
Als het antwoord op beide vragen ja is, dan mogen we ervan uitgaan dat het over deze nieuwe vorm van fraude gaat.Schrap het abonnement Belfius Direct Mobile.
Link KDB:BDM: schrappen abonnement Belfius Direct Mobile
Als de klant het abonnement wenst te gebruiken: wijzig het gsm-nummer EN wachtwoord EN schrap alle geregistreerde toestellen.
Link KDB:BDM: GSM-nummer veranderen, wijzigen voor Belfius Direct Mobile
Link KDB:BDM: Wachtwoord veranderen van je Belfius Direct MobileLink KDB:BDM: geregistreerd toestel schrappen voor Belfius Direct Mobile 
 
Blokkering van de  debetkaart  via CardStop ! De klant dient zelf de betrokken debetkaart meteen te laten blokkeren via CardStop 070 344 344  ( niet zelf via Foxe via kaartbeheer 'verzet/vervanging' doen ) De klant ontvangt een dossiernummer CardStop.
 Automatisch wordt door CardStop een nieuwe kaart binnen de 3 dagen opgestuurd owel naar het adres klant (domicilie) met code per SMS of naar zijn agentschap met keuze geheime code per PINSETTINGKijk het verzendingsadres van de kaart  na in Foxe (FOXE > Betalingsverkeer > Kaarten> Consulteren > Diensten  > Adressen alsook het GSM- nummer  (FOXE > Personen  > Specifiek beheren  > Communicatiemiddelen). NB Zo meerdere nummers GSM : klant kan alle gekende Gsm - nummers gebruiken gekend in Foxe dus niet enkel het Gsm nummer dat gekend is op moment van de aanvraag in het scherm kaarten Link KDB :Pincode via SMS voor debet- en kredietkaarten (vanaf P51) Leg de klant uit dat hij de parmeters voor verzending van zijn kaart en geheime code kan wijzigen in BDNet (Mijn diensten  > Kaarten  > Beheer  > Voorkeuren verzending en geheime code alsook zijn GSM-nummer (BDN> Mijn Diensten > Communicatie met de bank  > Per e-mail of GSM).  
 ​Controleer het rekeningnummer van de ""begunstigde""
​Als de begunstigde = Belfius-rekening: niet wachten tot de oproep afgerond is, maaronmiddellijk reservering zetten op alle rekeningen van de begunstigde(n) =  muilezel(s).
​Foxe > Rekeningen > Financieel beheer > Saldo en beschikbaar > tabblad 'Reservering' > knop 'Creëren'
​Vervaldag: 31/12/9999
Beslissingscode: 04
Bedrag: 9.999.999,99 eur
Commentaar: onregelmatigheid - dossier <rekeningnummer slachtoffer>
Bewaren
Als de begunstigde geen Belfius-rekening is:Neem onmiddellijk contact op met fraudebeheer (zie contacts) en annuleer de overschrijving niet  anders is er geen spoor meer !  


Vraag aan de klant om de phishingmail door te sturen naarphishing@belfius.be of screenshot van het verdachte scherm. + scan van pc laten uitvoeren.

Meld aan de klant dat hij/zij een PV moet laten opmaken bij de politie en dit te sturen via fax 02 222 33 38 of mailinfo-payments@belfius.be​​​​Stuur een mail met alle informatie naar Fraudebeheer (zie contacts) met kopie naar supervisors EB RCB.​
Doe geen beloftes tot terugstorting, het is de dienst Fraudebeheer die beslist (en de klant op de hoogte zal houden).
Vragen?

Neem contact op de dienst Fraudebeheer (zie contacts) 
OOK na de kantooruren, weekend of Feestdag ! 
 
 
 
 
​","
Verwante INFO ! 
Link InSite : Wees waakzaam voor frauduleuze e-mails op naam van Belfius Bank 
 
-->  met link naar Insite dossier overzicht fraudes en geschillen algemeen 
​"
